6 Aplikasi Gratis Pengirit Baterai Android,"5. Green Battery Saver & ManagerBattery Aid Screenshot aplikasi Green Battery Saver & ManagerSebelumnya dikenal dengan nama Battery Aid, Green Battery Saver & Manager memberikan beberapa opsi untuk menambah masa pakai perangkat hingga beberapa jam lebih lama. Ia bisa mematikan Wi-Fi, Bluetooth, dan koneksi data secara otomatis saat tidak dipakai, atau dalam waktu tertentu yang disetel sebelumnya.Selain itu, Green Battery Saver & Manager dapat diatur agar membatasi rentang waktu sinkronisasi data e-mail, foto, musik, ataupun buku-buku digital agar ponsel tak terus-menerus berupaya mengirim dan menerima data.Versi gratis aplikasi ini menyediakan shortcut ke berbagai pengaturan ponsel, seperti kecerahan layar. Versi berbayarnya menghadirkan beberapa fitur tambahan, seperti statistik baterai dan menghilangkan iklan yang mengganggu.Klik tautan berikut ini untuk mengunduh Green Battery Saver & Manager.",26 April 2016
6 Aplikasi Gratis Pengirit Baterai Android,"6. Battery Optimizer: Clean DailyMcAfee (Intel Security) Aplikasi Battery Optimizer: Clean DailyTerakhir, ada aplikasi bikinan McAfee (Intel Security) yang tak hanya didesain untuk menghemat baterai perangkat Android, tetapi juga melakukan optimalisasi memory dan storage.Battery Optimizer: Clean Daily mampu membersihkan RAM, membersihkan media penyimpanan internal dari aneka junk file yang tak terpakai, serta mengatur konsumsi daya perangkat berdasarkan besarnya kapasitas baterai yang tersisa.Ada pula kemampuan untuk memonitor konsumsi data bulanan agar tak melebihi kuota, serta tombol “Quick Boost” untuk mengoptimalkan kinerja dan baterai perangkat dengan satu kali klik.Klik tautan berikut untuk mengunduh Battery Optimizer: Clean Daily. Ke semua aplikasi di atas bisa diperoleh secara gratis lewat Google Play Store dengan mengunjungi tautan yang tersedia.",26 April 2016
6 Aplikasi Gratis Pengirit Baterai Android,"KOMPAS.com - Dengan aneka fungsi canggih di dalamnya, smartphone Android telah menjadi alat praktis nan serba guna untuk memenuhi berbagai keperluan. Konsekuensinya, pemakaian baterai pun menjadi boros.Memang, banyak fasilitas yang tersedia untuk mengisi baterai saat sudah hampir habis, seperti powerbank atau colokan listrik di kafe, tetapi ini tak selalu praktis. Nah, untuk menjaga baterai perangkat agar bisa bertahan selama mungkin sebelum repot mencari charger, pengguna Android bisa mencoba 6 aplikasi berikut, seperti dirangkum KompasTekno dari Cnet, Selasa (26/4/2016). 1. GreenifyOasis Feng Screenshot aplikasi GreenifyAlih-alih mematikan aplikasi untuk menghemat baterai, Greenify mengatur aneka program yang berjalan di Android agar memasuki mode hibernasi. Pengguna bisa memilih aplikasi apa saja yang ingin dihibernasikan agar tak menghalangi kerja program penting seperti alarm atau messaging.Ponsel pun membutuhkan lebih sedikit daya untuk “membangunkan” aplikasi yang berhibernasi ketimbang memanggilnya kembali dari awal. Bagi pengguna Android 6.0 Marshmallow, Greenify menyediakan fitur-fitur khusus yang mendompleng fungsi Doze, penghemat daya dari sistem operasi tersebut.Fitur-fitur khusus Marshmallow ini termasuk Agresive Doze yang akan membuat ponsel memasuki mode hibernasi dalam beberapa menit setelah tak lagi dipakai, juga Shallow Hibernation untuk menghentikan sementara (suspend) background process tanpa mematikannya.Klik tautan berikut untuk mengunduh Greenify. 
2. Go Battery Saver & Power WidgetGo Launcher EX Screenshot Aplikasi GO Battery Saver & Power WidgetAplikasi yang satu ini menawarkan penghematan daya yang beragam dan bisa dipilih. Pengguna bisa mengaktifkan sejumlah preset untuk mengirit daya hingga tingkatan paling ekstrem.Selain itu, disediakan juga pilihan untuk membuat custom mode untuk mengatur sendiri penghematan baterai apa saja yang akan dilakukan.Go Battery Saver & Power Widget memonitor aplikasi untuk menemukan mana di antaranya yang paling memboroskan baterai.Ada pula sebuah widget di homescreen yang bisa digunakan sebagai shortcut, lengkap dengan opsi membeli skin tambahan untuk aplikasi.Klik tautan berikut ini untuk mengunduh Go Battery Saver & Power Widget. 
3. Avast Battery SaverAvast Software Avast Battery SaverAvast, sang pembuat antivirus, turut menawarkan aplikasi penghemat daya Android yang mampu memprediksi dengan akurat kapan baterai ponsel akan habis.Di dalamnya ada berbagai fitur yang bisa dipakai untuk mengatur aspek-aspek perangkat, seperti Wi-Fi, kecerahan layar, sinkronisasi data, dan vibration yang bisa memboroskan baterai.Ada empat preset (Home, Work, Night, dan Super-Saving Emergency Mode) yang bisa dipilih dan diatur kembali sesuai dengan kebutuhan. Avast Battery Saver bisa pula diatur agar berganti preset penggunaan daya secara otomatis sesuai dengan pergantian situasi ponsel, misalnya ketika berganti Wi-Fi network dari jaringan kantor ke jaringan rumah.Klik tautan ini untuk mengunduh Avast Battery Saver.
4. DU Battery Saver & Phone ChargerDu Apps Studio Screenshot aplikasi Du Battery SaverBukan cuma tampilan yang cantik, aplikasi berkonsep simpel ini pun menyediakan aneka setting dan shortcut untuk mempermudah pengguna dalam mengatur konsumsi daya perangkat.DU Battery Saver & Phone Charger bisa melihat aplikasi mana yang boros daya, serta mana yang bisa dimatikan tanpa memengaruhi kinerja.Selain versi yang bisa diperoleh secara cuma-cuma di Google Play, ada juga model berbayar seharga 3 dollar AS yang menjanjikan penghematan daya hingga 70 persen lebih tinggi lewat fitur-fitur tingkat lanjut seperti membersihkan background process yang tidak penting. Klik tautan berikut ini untuk mengunduh DU Battery Saver & Phone Charger.
5. Green Battery Saver & ManagerBattery Aid Screenshot aplikasi Green Battery Saver & ManagerSebelumnya dikenal dengan nama Battery Aid, Green Battery Saver & Manager memberikan beberapa opsi untuk menambah masa pakai perangkat hingga beberapa jam lebih lama. Ia bisa mematikan Wi-Fi, Bluetooth, dan koneksi data secara otomatis saat tidak dipakai, atau dalam waktu tertentu yang disetel sebelumnya.Selain itu, Green Battery Saver & Manager dapat diatur agar membatasi rentang waktu sinkronisasi data e-mail, foto, musik, ataupun buku-buku digital agar ponsel tak terus-menerus berupaya mengirim dan menerima data.Versi gratis aplikasi ini menyediakan shortcut ke berbagai pengaturan ponsel, seperti kecerahan layar. Versi berbayarnya menghadirkan beberapa fitur tambahan, seperti statistik baterai dan menghilangkan iklan yang mengganggu.Klik tautan berikut ini untuk mengunduh Green Battery Saver & Manager.
6. Battery Optimizer: Clean DailyMcAfee (Intel Security) Aplikasi Battery Optimizer: Clean DailyTerakhir, ada aplikasi bikinan McAfee (Intel Security) yang tak hanya didesain untuk menghemat baterai perangkat Android, tetapi juga melakukan optimalisasi memory dan storage.Battery Optimizer: Clean Daily mampu membersihkan RAM, membersihkan media penyimpanan internal dari aneka junk file yang tak terpakai, serta mengatur konsumsi daya perangkat berdasarkan besarnya kapasitas baterai yang tersisa.Ada pula kemampuan untuk memonitor konsumsi data bulanan agar tak melebihi kuota, serta tombol “Quick Boost” untuk mengoptimalkan kinerja dan baterai perangkat dengan satu kali klik.Klik tautan berikut untuk mengunduh Battery Optimizer: Clean Daily. Ke semua aplikasi di atas bisa diperoleh secara gratis lewat Google Play Store dengan mengunjungi tautan yang tersedia.",26 April 2016
Google Perkenalkan Sabuk Android Wear yang Mudah Diganti,"KOMPAS.com - Apple Watch dikenal memiliki mekanisme penggantian sabuk yang mudah, cukup dengan menekan satu tombol dan menggeser sabuk ke arah luar. Tak mau kalah, Google pun memperkenalkan lini aksesori baru yang khusus ditujukan untuk perangkat arloji pintar Android Wear, Mode namanya.Dirangkum KompasTekno dari The Verge, Minggu (1/5/2016), Mode bisa digunakan pada jam tangan apapun yang memiliki lug atau sambungan standar dengan spring bar penahan sabuk.Tak semua arloji Android Wear memiliki lug standar ini. Moto 360 generasi pertama, misalnya, memiliki spring bar yang tersembunyi di balik tubuh smartwatch. Moto 360 generasi kedua memiliki lug standar yang menonjol di luar tubuh sehingga bisa dipasangi sabuk Mode.Cara memasangnya sederhana saja, pengguna cukup menekan dan menahan sebuah tuas kecil untuk membuka pengunci di ujung sabuk, lalu menyelipkan spring bar di antara celah yang tersedia.Begitu tuas kecil dilepas, kunci pun akan menutup dan menahan sabuk di tempatnya.Mode saat ini tersedia dalam 10 variasi bahan kulit dan 6 model berbahan silikon aneka warna. Masing-masing tersedia dalam empat pilihan lebar sabuk, yakni 16mm, 18mm, 20mm, dan 22mm.Harganya dipatok sebesar 50 dollar AS untuk sabuk berbahan silikon dan 60 dollar AS untuk bahan kulit. Selain dari Google, pabrikan lain pun diberi kebebasan untuk membuat aksesori sabuk serupa Mode, asalkan mekanisme Mode diperoleh dari vendor resmi Google dan produknya lolos pengujian daya tahan serta brand guideline.",1 Mei 2016
DSLR Canon 1DX MarkII Resmi Masuk Indonesia Harganya,"KOMPAS.com - Empat tahun setelah kehadiran kamera profesional seri EOS-1DX, Canon menelurkan penerusnya yang bernama EOS-1DX Mark II. Kamera anyar tersebut kini telah resmi memasuki pasaran Indonesia lewat acara peluncuran yang digelar di Jakarta oleh PT Datascrip selaku distributor tunggal kamera Canon di Indonesia, Sabtu (30/4/2016).Canon EOS-1DX Mark II dijadwalkan mulai tersedia pada bulan Mei mendatang dengan harga Rp 82.500.000 (body only). Pihak Datascrip menargetkan akan menjual 150 unit EOS-1DX Mark II sepanjang tahun 2016.Direktur Divisi Canon PT Datascrip, Merry Harun, mengatakan bahwa Canon EOS-1DX Mark II ditujukan bagi para profesional yang membutuhkan kecepatan dan ketangguhan dari sebuah kamera.“Targetnya fotografer yang memang running di highspeed, misalnya untuk bidang sport, juga para jurnalis,” ujar Merry ketika ditemui KompasTekno usai acara peluncuran.Sebagai DSLR kelas profesional yang menduduki urutan teratas dalam hierarki produk kamera Canon, EOS-1DX Mark II dibekali dengan berbagai macam teknologi tebaru dari pabrikan Jepang tersebut.
Oik Yusuf/ KOMPAS.com Tampak depan dan belakang kamera Canon EOS-1DX Mark IIEOS-1DX Mark II memiliki sensor full-frame 20,2 megapiksel yang dipasangkan dengan chip pengolah gambar Digic 6+. Sistem autofokusnya memiliki 61 titik, 41 di antaranya merupakan jenis cross-type.Sesuai dengan perannya untuk menangkap aksi cepat, kamera ini memiliki burst rate sangat tinggi, mencapai 14 FPS untuk pemotretan dengan viewfinder atau 16 FPS untuk pemotretan dengan live view.Canon turut membenamkan kemampuan merekam video 4K 60p dengan continuous autofocus berkat teknologi Dual-Pixel AF.  Tiap frame dari video 4K  bisa diambil menjadi still picture JPEG dengan resolusi 8,8 megapiksel dengan fitur frame grab. Unit shutter EOS-1DX mark II didesain tangguh dengan actuation rating 400.000 kali jepret. Tubuh kamera ini terbuat dari magnesium alloy dan sanggup menahan cipratan air serta debu layaknya kamera profesional.",1 Mei 2016
Pemerintah Diminta Perkuat 4G demi Pariwisata,"MAKASSAR, KOMPAS.com - Walikota Makassar M. Ramdhan Pomanto berharap dengan semakin cepatnya koneksi data yang bisa disediakan oleh operator seluler maka promosi pariwisata yang dilakukan melalui video-video bisa menyebar lebih cepat dan luas.Untuk itu, Ramdhan berharap agar pemerintah segera membuka akses layanan 4G di frekuensi 2.100 MHz.""Era 4G sekarang di frekuensi 1.800 MHz kan sudah tinggi (kecepatan datanya), video bisa diputar lebih lancar, makanya nanti kalau di 2.100 MHz dibuka, akan lebih tinggi lagi (kecepatan data),"" kata Ramdhan saat dijumpai di KompasTekno di Makassar, Jumat (29/4/2016).Menurut Ramdhan, apa pun model video (promosi pariwisata) dan durasinya, orang akan tertarik untuk melihat kalau koneksinya sudah lancar.""Video itu kan berat (untuk diputar), harus dengan teknologi yang cukup,"" kata Ramdhan.Baru dilelang akhir tahunNampaknya, harapan Ramdhan di atas masih jauh dari realisasi. Pasalnya, pemerintah melalui Kementerian Komunikasi dan Informatika (Kemenkominfo) baru akan membuka frekuensi 2.100 dan 2.300 MHz untuk layanan 4G mulai akhir tahun 2016 nanti.Itu pun tidak serta merta langsung digelar oleh semua operator seluler, sebab pemerintah berencana untuk melakukan lelang frekuensi terlebih dahulu untuk dua frekuensi tersebut, dengan metode beauty contest, siapa yang membayar lebih tinggi maka merekalah yang berhak mengelola frekuensi tersebut.Hal itu sesuai dengan apa yang disampaikan oleh Direktur Penataan Sumber Daya Ditjen SDPPI, Titon Dutono kepada KompasTekno saat dijumpai di acara Telkomsel 4G Nation di Jakarta, Sabtu (16/4/2016) lalu.Menurut Titon, di kanal 2.100 MHz (2,1 GHz), ada dua spektrum selebar 10 MHz yang bisa diperebutkan. Sementara di kanal 2.300 MHz (2,3 GHz) ada spektrum seluas 20 MHz yang akan dilelang.""Kalau tidak ada halangan, akhir tahun ini nanti kami buka (lelangnya),"" ujarnya.",1 Mei 2016
Mengapa Makassar Begitu Penting untuk Telkomsel,"MAKASSAR, KOMPAS.com - Pariwisata menjadi salah satu sektor penting bagi operator seluler Telkomsel dalam menggenjot bisnis layanan data dan suara di kota Makassar. Pasalnya, kota ini menjadi gerbang untuk masuk ke Indonesia Timur.""Kenapa Makassar begitu penting? Karena traffic kawasan timur itu konsentrasinya ada di sini,"" kata General Manager Corporate Account Management Telkomsel Area Papua, Maluku, Sulawesi, dan Kalimantan, Mulya Budiman kepada KompasTekno, Jumat (29/4/2016).Pria yang kerap disapa Jemmy itu mengungkapkan, jumlah visitor location register (VLR), atau pelanggan Telkomsel dari luar wilayah yang masuk ke area Makassar tiap bulannya terus bertumbuh. Bahkan, pertumbuhannya itu diklaim Jemmy hingga dua digit.""Traffic data di kota Makassar juga naik dua digit terus, rata-rata adalah belasan, sekarang di atas 14 persen,"" kata Jemmy.Mengutip data Badan Pusat Statistik (BPS) Sulawesi Selatan pada Januari 2016 lalu, jumlah penumpang mancanegara di Bandara Internasional Sultan Hasanuddin Makassar sebanyak 6.348 orang. Jumlah tersebut mengalami kenaikan 43,17 persen dari bulan sebelumnya.Sementara jumlah penumpang domestik yang datang dan pergi sepanjang 2015 lalu di bandara Sultan Hasanuddin, Makassar juga meningkat sebesar 5,35 persen, dari 3,12 juta orang menjadi 3,3 juta orang.Kunjungan yang tinggi itulah yang menjadi lumbung revenue yang ingin diamankan oleh Telkomsel. Dampak yang diharapkan adalah peningkatan traffic data, teks, dan suara yang semakin tinggi di Indonesia timur. ""Ujung-ujungnya ya tetap business oriented,"" kata Jemmy.Telkomsel pun dikatakan Jemmy juga melakukan peningkatan infrastruktur guna mendukung lonjakan traffic tersebut. Hingga saat ini, Jemmy mengklaim di kota Makassar sudah ada lebih dari 200 pemancar sinyal yang mendukung koneksi 4G. Sementara yang mendukung 3G ada sekitar 1.600 BTS yang tersebar di Makassar.Telkomsel mengklaim jumlah pelanggannya di kota Makassar sudah menembus angka 6 juta orang. Dari jumlah tersebut, 31 persennya adalah pelanggan data.Sementara Sulawesi Selatan memberikan kontribusi terbesar bagi area Pamasuka, yaitu sekitar 17 persen. Area Pamasuka sendiri pada 2015 lalu menyumbang pendapatan nasional sebesar 25,5 persen bagi Telkomsel.",1 Mei 2016
Google Pajang Lima Pekerja di Hari Buruh 2016,"KOMPAS.com - Hari Buruh atau kerap disebut ""May Day"" kembali diperingati pada Minggu (1/5/2016) ini. Biasanya, hari ini ditandai dengan unjuk rasa para buruh membela hak-hak mereka.
Google turut memperingati Hari Buruh melalui sebuah doodle di laman utamanya. Doodle berwarna pastel tersebut menggambarkan lima buruh yang sedang bekerja.
Ada yang memperbaiki komponen mobil, mengecek saluran air, mengoprek peralatan rumah tangga, mengelas, dan mengangkat beban berat, sebagaimana dipantau KompasTekno.
Google seakan ingin menunjukkan betapa signifikan peran buruh dalam kehidupan sehari-hari. Lantas, profesi apa saja yang bisa dikategorikan sebagai kerja buruh?
Pada prinsipnya, buruh, pekerja, tenaga kerja, maupun karyawan, punya definisi yang sama. Setiap orang yang menggunakan tenaga kerja dan kemampuan untuk mendapatkan balasan berupa penghasilan dari majikan, bisa dikatakan sebagai buruh.
Hanya saja, di Indonesia, terminologi ""buruh"" kerap dikonotasikan dengan pekerja rendahan atau pekerja kasar.
Sejarah Hari Buruh
Hari Buruh lahir dari berbagai rentetan perjuangan buruh untuk meraih kendali ekonomi dan politik, serta hak-hak industrial. Pemogokan buruh pertama kali terjadi di Amerika Serikat pada 1806.
Kala itu buruh bekerja 19 hingga 20 jam sehari. Bermula dari pemogokan tersebut, buruh di AS semakin solid berkolaborasi menuntut pengurangan jam kerja.
Tanggal 1 Mei kemudian ditetapkan sebagai harinya para buruh pada Kongres 1886 oleh Federation of Organized Trades and Labour Unions. Pada tanggal itu, buruh AS mengadakan demonstrasi besar-besaran menuntut pengurangan jam kerja hingga delapan jam per hari.
Aksi mereka berlangsung empat hari hingga tanggal 4 Mei. Alhasil, tuntutan tersebut dikabulkan. Hingga kini, tanggal 1 Mei terus dijadikan momentum untuk memperjuangkan hak-hak buruh lainnya.",1 Mei 2016
Di Indonesia OTT Asing Harus Siap Disadap dan Disensor,"KOMPAS.com — Kementerian Komunikasi dan Informatika (Kemenkominfo) sedang melakukan konsultasi publik terhadap Rancangan Peraturan Menteri (RPM) tentang Penyediaan Layanan Aplikasi dan/atau Konten Melalui Internet.Naskah uji publik tersebut menunjukkan sejumlah poin yang akan dipakai untuk mengatur eksistensi penyedia layanan over the top (OTT), baik lokal maupun asing.
Baca: Kemenkominfo Rilis Rancangan Aturan untuk Google dkkLayanan OTT adalah layanan yang berjalan dengan menggunakan koneksi internet milik operator telekomunikasi, yakni Facebook, Netflix, Google, WhatsApp, BlackBerry, Twitter, dan perusahaan teknologi asing lainnya.Naskah RPM tersebut masih punya kemungkinan berubah, sesuai dengan masukan yang diperoleh dari uji publik. Namun, sementara ini, KompasTekno, Sabtu (30/4/2016), mencatat adanya sejumlah poin yang patut diperhatikan.Dua di antaranya adalah soal penyadapan dan sensor konten. Soal penyadapan, Facebook dan kawan-kawan mesti siap memberikan data bila ternyata pemerintah membutuhkannya untuk kepentingan penyidikan atau penyelidikan tindak pidana.Soal sensor, semua konten yang disediakan Facebook dan kawan-kawan wajib disaring sesuai dengan ketentuan perundang-undangan. Tidak boleh ada pornografi, radikalisme, kekerasan, atau ujaran kebencian di dalamnya.Dengan demikian, layanan aliran film Netflix yang memiliki banyak konten untuk dewasa pun harus kena sensor. Namun, mekanisme tersebut belum diketahui, demikian halnya dengan apakah mode ramah anak yang ditawarkan Netflix sudah cukup disebut sebagai sensor.Selain kedua poin di atas, KompasTekno juga mencatat poin-poin penting lain dari RPM mengenai layanan OTT.Harus berbadan hukum tetap (BUT)Penyedia layanan OTT, baik lokal maupun asing, seperti Facebook, Netflix, dan Google, wajib membuat BUT. Selain itu, perusahaan juga harus mendaftarkan layanannya ke Badan Regulasi Telekomunikasi Indonesia (BRTI).Server di IndonesiaLayanan OTT mesti menggunakan protokol internet Indonesia dan menempatkan sebagian server mereka dalam data center yang berada di dalam negeri. Tidak disebutkan apakah data center harus milik sendiri atau diperbolehkan menyewa.Sistem pembayaran nasionalKhusus untuk layanan berbayar, pemerintah meminta agar OTT memakai sistem pembayaran nasional yang berbadan hukum Indonesia.Kerja sama dengan operatorOTT yang menawarkan layanan serupa atau subtitutif dengan layanan telekomunikasi wajib bekerja sama dengan operator. Selain itu, OTT tersebut juga wajib menjadi penyelenggara jasa telekomunikasi. Layanan telekomunikasi yang dimaksud termasuk chatting (misalnya WhatsApp dan BBM) dan panggilan internet (misalnya Skype).",30 April 2016
Ini Dia Daftar Kebiasaan Buruk Pengguna Internet Dunia,"KOMPAS.com - Kaspersky Lab menguji ketangkasan cyber kepada lebih dari 18.000 pengguna di seluruh dunia untuk mengetahui bagaimana mereka berperilaku di internet dan seberapa berisikonya kebiasaan online mereka. Para responden disajikan serangkaian situasi online standar yang biasa dihadapi oleh sebagian besar pengguna, dan terdapat berbagai jawaban yang dapat mereka pilih.Kaspersky Lab mengungkap bahwa 76 persen responden yang disurvei tidak dapat membedakan halaman web asli dari yang palsu (di Meksiko angkanya mencapai 82 persen).Ketika dihadapkan dengan ancaman serupa di Web, para pengguna biasanya melakukan kesalahan dengan memasukkan identitas mereka pada halaman phishing yang memang dirancang untuk mencuri kredensial.
Penjahat cyber menggunakan data yang dikumpulkan dari situs-situs palsu tersebut untuk mengakses akun pengguna yang kemudian digunakan untuk mendistribusikan iklan, file dan tautan berbahaya, serta mencuri uang dan data rahasia.Sebanyak 75 persen responden bahkan dengan ceroboh memeriksa format dari file yang akan mereka unduh.Alih-alih file musik, mereka kemungkinan besar berpotensi mengunduh virus, memilih 'scr' (screensaver, format umum untuk embedding virus), file executable 'exe' atau arsip 'zip' dengan konten yang tidak diketahui dan bukannya file aman 'wma'.Survei tersebut menunjukkan bahwa warga Inggris (85 persen) adalah yang paling mungkin untuk jatuh ke dalam trik ini.Menurut hasil penelitian, Jerman, Spanyol dan Australia mendapatkan skor rata-rata terbaik untuk ketangkasan cyber, tetapi bahkan warga dari negara-negara tersebut masih banyak lagi yang harus mereka pelajari.Misalnya, masih banyak warga Jerman yang menyimpan password mereka dalam format yang tidak aman, seperti menuliskannya pada selembar kertas.Warga Spanyol sering membuat backup yang tidak dapat diandalkan pada media fisik tanpa enkripsi atau proteksi terhadap password.Sementara itu, banyak warga Australia yang tidak mengetahui bahwa browser dapat menyimpan sejarah aktivitas online mereka.Untuk pilihan jawaban yang paling berbahaya, kebanyakan dipilih oleh para pengguna di India, Jepang dan Malaysia, dimana para penduduk masing-masing negara tersebut memiliki kebiasaan buruk ketika online yang berbeda-beda.Warga India tampaknya menjadi yang paling mudah tertipu. Mereka lebih cenderung untuk membuka lampiran yang mencurigakan dalam e-mail, menambahkan siapa pun yang mengirimkan permintaan untuk menjadi teman dan mengklik tautan dari teman-teman mereka di jejaring sosial tanpa memeriksa terlebih dahulu apakah tautan tersebut aman.Jenis perilaku seperti ini menunjukkan bahwa pengguna di negara tersebut berada pada risiko yang lebih besar menjadi korban penipuan dari pengguna di negara lain.Warga Jepang bahkan mengabaikan keselamatan diri mereka sendiri dengan tidak menghiraukan pentingnya membuat salinan cadangan data milik mereka, dan berpikir bahwa mereka tidak memiliki data rahasia yang perlu dilindungi.Selain itu, mereka cenderung untuk tidak menginstal pembaruan sistem operasi dibandingkan dengan pengguna di negara-negara lain.Dari survei tersebut terlihat bahwa warga Malaysia juga cukup mengkhawatirkan, mereka menggunakan segala macam perangkat dan aplikasi tanpa menghiraukan bahwa keduanya pada dasarnya bukan diperuntukkan untuk korespondensi yang rahasia.Mereka juga menginstal program pada perangkat tanpa membaca terlebih dahulu syarat dan ketentuan yang menyertainya, biasanya yang mereka lakukan adalah ""next-next-next-agree"".Dengan kata lain, mereka tanpa sadar menyetujui perangkat lunak tambahan dan adanya perubahan pengaturan pada OS ketika mengunduh aplikasi.Yang paling menyedihkan dari semua itu adalah fakta bahwa sepertiga dari responden dari negara tersebut juga bersedia untuk menonaktifkan solusi antivirus jika memblok proses instalasi dari program.Mereka memberikan perangkat lunak yang berpotensi membahayakan kebebasan penuh untuk melakukan apapun yang diinginkan pada perangkat mereka.Ketika menyangkut perlindungan terhadap data keuangan, sikap yang paling berbahaya ditunjukkan oleh pengguna di Rusia dan Republik Ceko.Mereka lebih cenderung untuk membuat kesalahan ketika memilih situs perbankan yang aman dan juga mengakui bahwa mereka tidak mengambil langkah-langkah keamanan tambahan saat melakukan pembelian secara online.Sementara itu, berdasarkan laporan Kaspersky Security Network (KSN) untuk Q1 tahun 2016, banyak pengguna internet di Indonesia yang mengalami serangan ketika berselancar di web, adapun serangan yang paling banyak berasal dari Trojan-Clicker.HTML.Iframe.dg.
Laporan tersebut juga mengungkap bahwa banyak terdeteksi obyek berbahaya seperti Trojan.Win32.Wauchos.a di komputer pengguna.Tidak hanya itu, Indonesia juga menjadi hosting untuk program jahat yang paling aktif digunakan oleh penjahat cyber.Naluri mempertahankan diri merupakan hal yang umum pada diri kita semua. Dalam dunia nyata, banyak orang yang cukup siap untuk melindungi apa yang berharga bagi mereka.Namun, menurut survei ketangkasan cyber, di dunia maya naluri ini sering kali gagal, padahal kehidupan pribadi, identitas, properti dan uang dari pengguna masih perlu untuk dilindungi ketika mereka online.Khususnya, bagi orang-orang yang cenderung membuat kesalahan berbeda-beda tergantung di mana mereka tinggal.",30 April 2016
DreamWorks Studio Pembuat Kung Fu Panda Dibeli Comcast Rp 50 Triliun,"KOMPAS.com — Raksasa media Comcast Corporation dikabarkan telah setuju membeli perusahaan animasi DreamWorks Animation dengan nilai 3,8 miliar dollar Amerika Serikat (AS) atau setara Rp 50,2 triliun.Masa transisi pembelian tersebut diprediksi selesai pada akhir tahun ini. Para pemegang saham DreamWorks Animation masing-masing mendapatkan 41 dollar AS atau setara Rp 541.815 per lembar saham.DreamWorks Animation akan beroperasi di bawah bendera anak usaha Comcast, yaitu Universal Filmed and Entertainment Group. Sementara itu, salah satu pendiri sekaligus CEO studio animasi tersebut, Jeffrey Katzenberg, akan menjadi chairman DreamWorks New Media.""NBC Universal adalah rumah yang tepat untuk perusahaan kami,"" ujar Katzenberg, mengomentari pembelian studio film miliknya itu, sebagaimana dilansir KompasTekno dari Wall Street Journal, Sabtu (30/4/2016).Comcast Corporation, melalui studio Universal Pictures miliknya, telah cukup menikmati kesuksesan di bidang film animasi beberapa tahun belakangan ini. Mereka membuat animasi Despicable Me dan Minions.Kesuksesan tersebut diprediksi akan membesar dan jadi pesaing berat bagi Walt Disney. Pasalnya, pencaplokan DreamWorks Animation dan segudang karyanya bakal memperkaya perpustakaan film animasi milik Comcast Corporation.Sekadar diketahui, Comcast Corporation adalah raksasa di bidang penyiaran dan TV kabel AS. Mereka memiliki kanal televisi kabel, seperti NBC, NBCSN, E! Entertainment Television, dan studio produksi film Universal Studios.Sementara itu, DreamWorks Animation adalah studio animasi asal Glendale, California, AS. Karyanya yang terkenal antara lain Shrek, Kung Fu Panda, dan How to Train Your Dragon.",30 April 2016
Keuntungan Facebook Tembus Rp 19 Triliun,"KOMPAS.com - Saham raksasa media sosial Facebook meningkat setelah melaporkan kenaikan keuntungan sampai tiga kali lipat dalam kuartal pertama 2016 menjadi 1,51 miliar dollar AS (sekitar Rp 19,8 triliun).Sementara pendapatan dari iklan meningkat menjadi 5,2 miliar dollar AS (Rp 68 triliun) dari 3,5 miliar dollar AS (sekitar Rp 46 triliun) tahun sebelumnya, dengan 80 persen lebih berasal dari telepon genggam.Layanan video siaran langsung dari Facebook tampaknya menarik minat pemasang iklan baru sementara pendapatan dari layanan yang selama ini sudah ada juga berkembang.Pendirinya, Mark Zuckerberg, sudah meminta agar saham baru diterbitkan sehingga dia menyumbangkan dana dari saham-sahamnya ke yayasan sosial namun tetap menguasai perusahaan.Peningkatan keuntungan dan pendapatan itu jauh di atas perkiraan para pelaku saham di Wall Street New York dan harga saham Facebook langsung naik sampai 9 persen lebih beberapa jam setelah perdagangan.Sementara peningkatan pengguna aktif bulanan meningkat 15 persen dibanding satu tahun sebelumnya, menjadi 1,65 miliar, di atas perkiraan para analis.Dan setiap pengguna menyumbangkan uang lebih banyak bagi Facebook dengan rata-rata 3,2 dollar AS atau Rp 42.000 per orang, naik dari 2,5 dollar AS atau sekitar Rp 33.000 tahun lalu.",30 April 2016
